X1,X2,X3,X4,X5,Generation,Iter
3,Signal0,0.0005[0.0158035],0.000492126[0.0156787],0.00050813[0.0159313],24,0_76
3,Hybridindex,8.101[1.93908],8.222[1.9392],7.98216[1.93161],25,0_76
3,Pref0,0.0005[0.0158035],0.00100908[0.0224393],0[0],25,0_76
3,Signal0,0.0005[0.0158035],0.00100908[0.0224393],0[0],25,0_76
3,Hybridindex,8.14425[1.89448],8.09863[1.89515],8.19164[1.89263],26,0_76
3,Pref0,0[0],0[0],0[0],26,0_76
3,Signal0,0[0],0[0],0[0],26,0_76
3,Hybridindex,8.206[1.89765],8.13583[1.82738],8.27846[1.96494],27,0_76
3,Pref0,0[0],0[0],0[0],27,0_76
3,Signal0,0[0],0[0],0[0],27,0_76
3,Hybridindex,8.2965[1.89013],8.34612[1.88423],8.24517[1.89485],28,0_76
3,Pref0,0[0],0[0],0[0],28,0_76
3,Signal0,0[0],0[0],0[0],28,0_76
3,Hybridindex,8.28025[1.83802],8.35784[1.89866],8.19836[1.76808],29,0_76
3,Pref0,0[0],0[0],0[0],29,0_76
3,Signal0,0[0],0[0],0[0],29,0_76
3,Hybridindex,8.22725[1.81521],8.28257[1.81934],8.16684[1.80875],30,0_76
3,Pref0,0[0],0[0],0[0],30,0_76
3,Signal0,0[0],0[0],0[0],30,0_76
3,Hybridindex,8.19575[1.87358],8.09583[1.87467],8.29708[1.86702],31,0_76
3,Pref0,0[0],0[0],0[0],31,0_76
3,Signal0,0[0],0[0],0[0],31,0_76
3,Hybridindex,8.20925[1.79571],8.22593[1.79842],8.19196[1.79274],32,0_76
3,Pref0,0[0],0[0],0[0],32,0_76
3,Signal0,0[0],0[0],0[0],32,0_76
3,Hybridindex,8.19325[1.78809],8.23926[1.77449],8.14271[1.80157],33,0_76
3,Pref0,0[0],0[0],0[0],33,0_76
3,Signal0,0[0],0[0],0[0],33,0_76
3,Hybridindex,8.2355[1.80424],8.29171[1.76546],8.17641[1.84228],34,0_76
3,Pref0,0[0],0[0],0[0],34,0_76
3,Signal0,0[0],0[0],0[0],34,0_76
3,Hybridindex,8.2345[1.80721],8.21643[1.77176],8.25389[1.84427],35,0_76
3,Pref0,0[0],0[0],0[0],35,0_76
3,Signal0,0[0],0[0],0[0],35,0_76
3,Hybridindex,8.2115[1.79799],8.23615[1.80085],8.18719[1.79483],36,0_76
3,Pref0,0[0],0[0],0[0],36,0_76
3,Signal0,0[0],0[0],0[0],36,0_76
3,Hybridindex,8.2055[1.79249],8.22409[1.79134],8.18642[1.79346],37,0_76
3,Pref0,0[0],0[0],0[0],37,0_76
3,Signal0,0[0],0[0],0[0],37,0_76
3,Hybridindex,8.21125[1.76579],8.19358[1.7701],8.22994[1.76102],38,0_76
3,Pref0,0[0],0[0],0[0],38,0_76
3,Signal0,0[0],0[0],0[0],38,0_76
3,Hybridindex,8.17125[1.78754],8.08858[1.80771],8.25957[1.76146],39,0_76
3,Pref0,0[0],0[0],0[0],39,0_76
3,Signal0,0[0],0[0],0[0],39,0_76
3,Hybridindex,8.115[1.81308],8.06717[1.85559],8.16188[1.76918],40,0_76
3,Pref0,0[0],0[0],0[0],40,0_76
3,Signal0,0[0],0[0],0[0],40,0_76
3,Hybridindex,8.1125[1.78475],8.08299[1.76073],8.14062[1.8069],41,0_76
3,Pref0,0[0],0[0],0[0],41,0_76
3,Signal0,0[0],0[0],0[0],41,0_76
3,Hybridindex,8.02675[1.79476],8.01032[1.78658],8.04374[1.80302],42,0_76
3,Pref0,0[0],0[0],0[0],42,0_76
3,Signal0,0[0],0[0],0[0],42,0_76
3,Hybridindex,8.068[1.72355],8.04453[1.71885],8.09307[1.7282],43,0_76
3,Pref0,0[0],0[0],0[0],43,0_76
3,Signal0,0[0],0[0],0[0],43,0_76
3,Hybridindex,8.078[1.74848],8.04631[1.76007],8.11066[1.73584],44,0_76
3,Pref0,0[0],0[0],0[0],44,0_76
3,Signal0,0[0],0[0],0[0],44,0_76
3,Hybridindex,8.1105[1.77681],8.18134[1.74303],8.03298[1.80987],45,0_76
3,Pref0,0[0],0[0],0[0],45,0_76
3,Signal0,0[0],0[0],0[0],45,0_76
3,Hybridindex,8.1275[1.76089],8.14963[1.71823],8.10752[1.79831],46,0_76
3,Pref0,0[0],0[0],0[0],46,0_76
3,Signal0,0[0],0[0],0[0],46,0_76
3,Hybridindex,8.11[1.7393],8.1189[1.75561],8.10174[1.72396],47,0_76
3,Pref0,0[0],0[0],0[0],47,0_76
3,Signal0,0[0],0[0],0[0],47,0_76
3,Hybridindex,8.12775[1.69737],8.06838[1.68426],8.19377[1.7094],48,0_76
3,Pref0,0[0],0[0],0[0],48,0_76
3,Signal0,0[0],0[0],0[0],48,0_76
3,Hybridindex,8.04775[1.73352],8.08596[1.6524],8.00577[1.81755],49,0_76
3,Pref0,0[0],0[0],0[0],49,0_76
3,Signal0,0[0],0[0],0[0],49,0_76
3,Hybridindex,8.09625[1.72057],8.0849[1.72182],8.1079[1.71921],50,0_76
3,Pref0,0[0],0[0],0[0],50,0_76
3,Signal0,0[0],0[0],0[0],50,0_76
3,Hybridindex,8.03525[1.68482],8.05909[1.71585],8.01108[1.65242],51,0_76
3,Pref0,0[0],0[0],0[0],51,0_76
3,Signal0,0[0],0[0],0[0],51,0_76
3,Hybridindex,8.03025[1.70937],8.01791[1.71522],8.04271[1.70336],52,0_76
3,Pref0,0[0],0[0],0[0],52,0_76
3,Signal0,0[0],0[0],0[0],52,0_76
3,Hybridindex,7.99225[1.69678],7.99651[1.70909],7.98796[1.6843],53,0_76
3,Pref0,0[0],0[0],0[0],53,0_76
3,Signal0,0[0],0[0],0[0],53,0_76
3,Hybridindex,7.9955[1.7174],7.99706[1.70535],7.99388[1.72983],54,0_76
3,Pref0,0[0],0[0],0[0],54,0_76
3,Signal0,0[0],0[0],0[0],54,0_76
3,Hybridindex,7.9645[1.73616],7.93964[1.73666],7.98907[1.73531],55,0_76
3,Pref0,0[0],0[0],0[0],55,0_76
3,Signal0,0[0],0[0],0[0],55,0_76
3,Hybridindex,7.94425[1.7172],7.972[1.71091],7.9165[1.72301],56,0_76
3,Pref0,0[0],0[0],0[0],56,0_76
3,Signal0,0[0],0[0],0[0],56,0_76
3,Hybridindex,7.954[1.68964],7.99202[1.71657],7.91575[1.66124],57,0_76
3,Pref0,0[0],0[0],0[0],57,0_76
3,Signal0,0[0],0[0],0[0],57,0_76
3,Hybridindex,7.94275[1.70289],7.9227[1.70639],7.96317[1.69908],58,0_76
3,Pref0,0[0],0[0],0[0],58,0_76
3,Signal0,0[0],0[0],0[0],58,0_76
3,Hybridindex,7.8775[1.74026],7.88611[1.73339],7.86925[1.74677],59,0_76
3,Pref0,0[0],0[0],0[0],59,0_76
3,Signal0,0[0],0[0],0[0],59,0_76
3,Hybridindex,7.84775[1.70175],7.75767[1.68631],7.93395[1.71196],60,0_76
3,Pref0,0[0],0[0],0[0],60,0_76
3,Signal0,0[0],0[0],0[0],60,0_76
3,Hybridindex,7.846[1.67094],7.82624[1.72221],7.86525[1.61919],61,0_76
3,Pref0,0[0],0[0],0[0],61,0_76
3,Signal0,0[0],0[0],0[0],61,0_76
3,Hybridindex,7.89375[1.69811],7.85326[1.66302],7.93666[1.73349],62,0_76
3,Pref0,0[0],0[0],0[0],62,0_76
3,Signal0,0[0],0[0],0[0],62,0_76
3,Hybridindex,7.88725[1.74482],7.92632[1.6705],7.84941[1.81311],63,0_76
3,Pref0,0[0],0[0],0[0],63,0_76
3,Signal0,0[0],0[0],0[0],63,0_76
3,Hybridindex,7.96725[1.72708],7.96738[1.70878],7.96712[1.74451],64,0_76
3,Pref0,0[0],0[0],0[0],64,0_76
3,Signal0,0[0],0[0],0[0],64,0_76
3,Hybridindex,7.997[1.66591],8.05739[1.668],7.93313[1.6613],65,0_76
3,Pref0,0[0],0[0],0[0],65,0_76
3,Signal0,0[0],0[0],0[0],65,0_76
3,Hybridindex,8.005[1.66094],8.04865[1.62321],7.96422[1.69442],66,0_76
3,Pref0,0[0],0[0],0[0],66,0_76
3,Signal0,0[0],0[0],0[0],66,0_76
3,Hybridindex,8.038[1.66945],8.04238[1.66165],8.0337[1.67706],67,0_76
3,Pref0,0[0],0[0],0[0],67,0_76
3,Signal0,0[0],0[0],0[0],67,0_76
3,Hybridindex,8.0015[1.68464],8.01881[1.68221],7.98384[1.68692],68,0_76
3,Pref0,0[0],0[0],0[0],68,0_76
3,Signal0,0[0],0[0],0[0],68,0_76
3,Hybridindex,8.01625[1.71008],8.06281[1.69188],7.96941[1.72692],69,0_76
3,Pref0,0[0],0[0],0[0],69,0_76
3,Signal0,0[0],0[0],0[0],69,0_76
3,Hybridindex,8.056[1.71679],8.10463[1.68915],8.00795[1.74233],70,0_76
3,Pref0,0[0],0[0],0[0],70,0_76
3,Signal0,0[0],0[0],0[0],70,0_76
3,Hybridindex,8.047[1.702],8.04204[1.68837],8.05207[1.71579],71,0_76
3,Pref0,0[0],0[0],0[0],71,0_76
3,Signal0,0[0],0[0],0[0],71,0_76
3,Hybridindex,7.9875[1.70927],8.02456[1.67097],7.94908[1.74726],72,0_76
3,Pref0,0[0],0[0],0[0],72,0_76
3,Signal0,0[0],0[0],0[0],72,0_76
3,Hybridindex,8.00775[1.74795],8.03292[1.73543],7.98466[1.75903],73,0_76
3,Pref0,0[0],0[0],0[0],73,0_76
3,Signal0,0[0],0[0],0[0],73,0_76
3,Hybridindex,8.03625[1.75736],8.05743[1.76326],8.01465[1.75106],74,0_76
3,Pref0,0[0],0[0],0[0],74,0_76
3,Signal0,0[0],0[0],0[0],74,0_76
3,Hybridindex,8.0395[1.72828],8.05924[1.73133],8.01992[1.72502],75,0_76
3,Pref0,0[0],0[0],0[0],75,0_76
3,Signal0,0[0],0[0],0[0],75,0_76
3,Hybridindex,8.0295[1.72862],8.05087[1.71767],8.00925[1.73869],76,0_76
3,Pref0,0[0],0[0],0[0],76,0_76
3,Signal0,0[0],0[0],0[0],76,0_76
3,Hybridindex,8.02425[1.74156],7.98531[1.74593],8.06486[1.73607],77,0_76
3,Pref0,0[0],0[0],0[0],77,0_76
3,Signal0,0[0],0[0],0[0],77,0_76
3,Hybridindex,7.931[1.74054],7.93948[1.70122],7.92238[1.77957],78,0_76
3,Pref0,0[0],0[0],0[0],78,0_76
3,Signal0,0[0],0[0],0[0],78,0_76
3,Hybridindex,7.94575[1.67927],8.03323[1.68345],7.86204[1.67096],79,0_76
3,Pref0,0[0],0[0],0[0],79,0_76
3,Signal0,0[0],0[0],0[0],79,0_76
3,Hybridindex,7.97875[1.71746],7.98621[1.69842],7.9716[1.73549],80,0_76
3,Pref0,0[0],0[0],0[0],80,0_76
3,Signal0,0[0],0[0],0[0],80,0_76
3,Hybridindex,7.914[1.71955],7.89685[1.75189],7.93284[1.68311],81,0_76
3,Pref0,0[0],0[0],0[0],81,0_76
3,Signal0,0[0],0[0],0[0],81,0_76
3,Hybridindex,7.93125[1.76512],7.95275[1.76027],7.9081[1.77004],82,0_76
3,Pref0,0[0],0[0],0[0],82,0_76
3,Signal0,0[0],0[0],0[0],82,0_76
3,Hybridindex,7.916[1.69925],7.91863[1.68769],7.91349[1.71021],83,0_76
3,Pref0,0[0],0[0],0[0],83,0_76
3,Signal0,0[0],0[0],0[0],83,0_76
3,Hybridindex,7.84825[1.70685],7.79221[1.66613],7.9044[1.7449],84,0_76
3,Pref0,0[0],0[0],0[0],84,0_76
3,Signal0,0[0],0[0],0[0],84,0_76
3,Hybridindex,7.8295[1.69261],7.82767[1.66447],7.83123[1.71879],85,0_76
3,Pref0,0[0],0[0],0[0],85,0_76
3,Signal0,0[0],0[0],0[0],85,0_76
3,Hybridindex,7.82775[1.63973],7.79335[1.64341],7.86486[1.63493],86,0_76
3,Pref0,0[0],0[0],0[0],86,0_76
3,Signal0,0[0],0[0],0[0],86,0_76
3,Hybridindex,7.79525[1.60825],7.78252[1.60216],7.80816[1.61429],87,0_76
3,Pref0,0[0],0[0],0[0],87,0_76
3,Signal0,0[0],0[0],0[0],87,0_76
3,Hybridindex,7.78375[1.57603],7.771[1.60032],7.7959[1.55242],88,0_76
3,Pref0,0[0],0[0],0[0],88,0_76
3,Signal0,0[0],0[0],0[0],88,0_76
3,Hybridindex,7.81475[1.67192],7.79681[1.68847],7.83171[1.65593],89,0_76
3,Pref0,0[0],0[0],0[0],89,0_76
3,Signal0,0[0],0[0],0[0],89,0_76
3,Hybridindex,7.852[1.63763],7.87111[1.6112],7.833[1.66327],90,0_76
3,Pref0,0[0],0[0],0[0],90,0_76
3,Signal0,0[0],0[0],0[0],90,0_76
3,Hybridindex,7.917[1.62953],7.98477[1.64613],7.84674[1.60913],91,0_76
3,Pref0,0[0],0[0],0[0],91,0_76
3,Signal0,0[0],0[0],0[0],91,0_76
3,Hybridindex,7.916[1.65641],7.83514[1.67504],7.99949[1.63276],92,0_76
3,Pref0,0[0],0[0],0[0],92,0_76
3,Signal0,0[0],0[0],0[0],92,0_76
3,Hybridindex,7.95925[1.63805],7.96979[1.6502],7.94886[1.62592],93,0_76
3,Pref0,0[0],0[0],0[0],93,0_76
3,Signal0,0[0],0[0],0[0],93,0_76
3,Hybridindex,7.96[1.69135],7.92016[1.67601],8[1.70567],94,0_76
3,Pref0,0[0],0[0],0[0],94,0_76
3,Signal0,0[0],0[0],0[0],94,0_76
3,Hybridindex,7.98075[1.67742],8.00941[1.71168],7.95152[1.64122],95,0_76
3,Pref0,0[0],0[0],0[0],95,0_76
3,Signal0,0[0],0[0],0[0],95,0_76
3,Hybridindex,7.98075[1.71041],7.93731[1.75872],8.02393[1.65987],96,0_76
3,Pref0,0[0],0[0],0[0],96,0_76
3,Signal0,0[0],0[0],0[0],96,0_76
3,Hybridindex,7.9735[1.72135],7.9936[1.69575],7.95279[1.74709],97,0_76
3,Pref0,0[0],0[0],0[0],97,0_76
3,Signal0,0[0],0[0],0[0],97,0_76
3,Hybridindex,7.9495[1.69166],7.9107[1.65301],7.98761[1.72792],98,0_76
3,Pref0,0[0],0[0],0[0],98,0_76
3,Signal0,0[0],0[0],0[0],98,0_76
3,Hybridindex,8.0015[1.7145],7.99852[1.73026],8.00455[1.69822],99,0_76
3,Pref0,0[0],0[0],0[0],99,0_76
3,Signal0,0[0],0[0],0[0],99,0_76
3,Hybridindex,8.016[1.7275],8.01334[1.72679],8.01872[1.72822],100,0_76
3,Pref0,0[0],0[0],0[0],100,0_76
3,Signal0,0[0],0[0],0[0],100,0_76
3,Hybridindex,10.405[8.68827],10.5311[8.72759],10.2794[8.64709],1,0_77
3,Pref0,0.52025[0.434413],0.526553[0.43638],0.513972[0.432355],1,0_77
3,Signal0,0.52025[0.434413],0.526553[0.43638],0.513972[0.432355],1,0_77
3,Hybridindex,10.5623[7.85151],10.509[7.88923],10.6153[7.81341],2,0_77
3,Pref0,0.532[0.40648],0.529559[0.409528],0.534431[0.403406],2,0_77
3,Signal0,0.532[0.40648],0.529559[0.409528],0.534431[0.403406],2,0_77
3,Hybridindex,10.8812[7.00958],11.0517[7.04539],10.7088[6.96892],3,0_77
3,Pref0,0.5495[0.400375],0.565109[0.398787],0.533702[0.401357],3,0_77
3,Signal0,0.5495[0.400375],0.565109[0.398787],0.533702[0.401357],3,0_77
3,Hybridindex,11.025[6.26581],11.2281[6.2358],10.8203[6.28928],4,0_77
3,Pref0,0.56275[0.406125],0.577689[0.402235],0.547691[0.409457],4,0_77
3,Signal0,0.56275[0.406125],0.577689[0.402235],0.547691[0.409457],4,0_77
3,Hybridindex,11.1595[5.61338],11.1126[5.6604],11.2063[5.56567],5,0_77
3,Pref0,0.5785[0.40011],0.582583[0.397612],0.574426[0.402546],5,0_77
3,Signal0,0.5785[0.40011],0.582583[0.397612],0.574426[0.402546],5,0_77
3,Hybridindex,11.4593[5.12223],11.3444[5.18102],11.5703[5.06227],6,0_77
3,Pref0,0.60375[0.393206],0.590031[0.39165],0.617011[0.39425],6,0_77
3,Signal0,0.60375[0.393206],0.590031[0.39165],0.617011[0.39425],6,0_77
3,Hybridindex,11.8208[4.60011],11.748[4.64257],11.8935[4.55608],7,0_77
3,Pref0,0.649[0.388006],0.655[0.38662],0.643[0.389296],7,0_77
3,Signal0,0.649[0.388006],0.655[0.38662],0.643[0.389296],7,0_77
3,Hybridindex,12.1378[4.03285],12.1994[4.00245],12.0725[4.06375],8,0_77
3,Pref0,0.69425[0.373352],0.695039[0.368566],0.693416[0.378346],8,0_77
3,Signal0,0.69425[0.373352],0.695039[0.368566],0.693416[0.378346],8,0_77
3,Hybridindex,12.406[3.52295],12.3922[3.47062],12.4205[3.57708],9,0_77
3,Pref0,0.742[0.348835],0.752195[0.340097],0.731282[0.357478],9,0_77
3,Signal0,0.742[0.348835],0.752195[0.340097],0.731282[0.357478],9,0_77
3,Hybridindex,12.675[3.05575],12.6532[3.12228],12.6976[2.98506],10,0_77
3,Pref0,0.8[0.31265],0.803536[0.310597],0.796334[0.314722],10,0_77
3,Signal0,0.8[0.31265],0.803536[0.310597],0.796334[0.314722],10,0_77
3,Hybridindex,13.0422[2.59207],13.0637[2.64595],13.0195[2.53365],11,0_77
3,Pref0,0.85825[0.257938],0.865272[0.249689],0.850823[0.266183],11,0_77
3,Signal0,0.85825[0.257938],0.865272[0.249689],0.850823[0.266183],11,0_77
3,Hybridindex,13.3942[2.18133],13.3988[2.16178],13.3902[2.19865],12,0_77
3,Pref0,0.91075[0.203493],0.913136[0.20031],0.908617[0.206274],12,0_77
3,Signal0,0.91075[0.203493],0.913136[0.20031],0.908617[0.206274],12,0_77
3,Hybridindex,13.5608[2.04602],13.6466[1.99588],13.4756[2.09109],13,0_77
3,Pref0,0.94825[0.153938],0.949297[0.152586],0.947211[0.15526],13,0_77
3,Signal0,0.94825[0.153938],0.949297[0.152586],0.947211[0.15526],13,0_77
3,Hybridindex,13.623[1.95445],13.7163[1.93399],13.5237[1.97114],14,0_77
3,Pref0,0.97925[0.0997218],0.979631[0.0988403],0.978844[0.10065],14,0_77
3,Signal0,0.97925[0.0997218],0.979631[0.0988403],0.978844[0.10065],14,0_77
3,Hybridindex,13.5455[1.89445],13.5659[1.85559],13.525[1.93238],15,0_77
3,Pref0,0.98775[0.0772977],0.987013[0.0795289],0.988488[0.0749883],15,0_77
3,Signal0,0.98775[0.0772977],0.987013[0.0795289],0.988488[0.0749883],15,0_77
3,Hybridindex,13.533[1.86505],13.6091[1.87264],13.4563[1.85421],16,0_77
3,Pref0,0.99375[0.0555512],0.99253[0.0606569],0.99498[0.0498482],16,0_77
3,Signal0,0.99375[0.0555512],0.99253[0.0606569],0.99498[0.0498482],16,0_77
3,Hybridindex,13.4697[1.88241],13.5154[1.84827],13.4235[1.9153],17,0_77
3,Pref0,0.996[0.0445421],0.996028[0.0443883],0.995972[0.0446976],17,0_77
3,Signal0,0.996[0.0445421],0.996028[0.0443883],0.995972[0.0446976],17,0_77
3,Hybridindex,13.5228[1.87279],13.4892[1.88525],13.5545[1.86039],18,0_77
3,Pref0,0.9975[0.0352668],0.997428[0.0357686],0.997568[0.0347856],18,0_77
3,Signal0,0.9975[0.0352668],0.997428[0.0357686],0.997568[0.0347856],18,0_77
3,Hybridindex,13.5055[1.81148],13.499[1.806],13.5124[1.81729],19,0_77
3,Pref0,0.998[0.0315595],0.997093[0.0380137],0.998967[0.0227038],19,0_77
3,Signal0,0.998[0.0315595],0.997093[0.0380137],0.998967[0.0227038],19,0_77
3,Hybridindex,13.5233[1.82012],13.528[1.78383],13.5185[1.85576],20,0_77
3,Pref0,0.999[0.0223383],0.9995[0.0157956],0.998498[0.0273587],20,0_77
3,Signal0,0.999[0.0223383],0.9995[0.0157956],0.998498[0.0273587],20,0_77
3,Hybridindex,13.5087[1.79556],13.5144[1.78845],13.5034[1.80223],21,0_77
3,Pref0,0.99925[0.0193504],1[0],0.998542[0.0269581],21,0_77
3,Signal0,0.99925[0.0193504],1[0],0.998542[0.0269581],21,0_77
3,Hybridindex,13.6135[1.75467],13.6154[1.76134],13.6117[1.7483],22,0_77
3,Pref0,0.9995[0.0158035],0.998974[0.0226223],1[0],22,0_77
3,Signal0,0.9995[0.0158035],0.998974[0.0226223],1[0],22,0_77
3,Hybridindex,13.6785[1.74317],13.684[1.69519],13.6731[1.78912],23,0_77
3,Pref0,1[0],1[0],1[0],23,0_77
3,Signal0,1[0],1[0],1[0],23,0_77
3,Hybridindex,13.612[1.72227],13.5549[1.74845],13.6704[1.6931],24,0_77
3,Pref0,1[0],1[0],1[0],24,0_77
3,Signal0,1[0],1[0],1[0],24,0_77
3,Hybridindex,13.584[1.70856],13.6155[1.71285],13.5517[1.70355],25,0_77
3,Pref0,1[0],1[0],1[0],25,0_77
3,Signal0,1[0],1[0],1[0],25,0_77
3,Hybridindex,13.611[1.7454],13.5998[1.70377],13.6229[1.78864],26,0_77
3,Pref0,1[0],1[0],1[0],26,0_77
3,Signal0,1[0],1[0],1[0],26,0_77
3,Hybridindex,13.637[1.75947],13.6463[1.71859],13.6277[1.79921],27,0_77
3,Pref0,1[0],1[0],1[0],27,0_77
3,Signal0,1[0],1[0],1[0],27,0_77
3,Hybridindex,13.5825[1.75853],13.5819[1.74565],13.5831[1.77119],28,0_77
3,Pref0,1[0],1[0],1[0],28,0_77
3,Signal0,1[0],1[0],1[0],28,0_77
3,Hybridindex,13.5625[1.76284],13.523[1.72415],13.6005[1.79841],29,0_77
3,Pref0,1[0],1[0],1[0],29,0_77
3,Signal0,1[0],1[0],1[0],29,0_77
3,Hybridindex,13.5935[1.73674],13.576[1.71692],13.6113[1.75643],30,0_77
3,Pref0,1[0],1[0],1[0],30,0_77
3,Signal0,1[0],1[0],1[0],30,0_77
3,Hybridindex,13.6433[1.72579],13.5925[1.76545],13.6985[1.67976],31,0_77
3,Pref0,1[0],1[0],1[0],31,0_77
3,Signal0,1[0],1[0],1[0],31,0_77
3,Hybridindex,13.686[1.72754],13.6494[1.67936],13.7242[1.7756],32,0_77
3,Pref0,1[0],1[0],1[0],32,0_77
3,Signal0,1[0],1[0],1[0],32,0_77
3,Hybridindex,13.7178[1.72205],13.7094[1.7358],13.7257[1.70891],33,0_77
3,Pref0,1[0],1[0],1[0],33,0_77
3,Signal0,1[0],1[0],1[0],33,0_77
3,Hybridindex,13.6883[1.71098],13.603[1.67743],13.7726[1.73945],34,0_77
3,Pref0,1[0],1[0],1[0],34,0_77
3,Signal0,1[0],1[0],1[0],34,0_77
3,Hybridindex,13.6707[1.73982],13.6523[1.74322],13.6901[1.73604],35,0_77
3,Pref0,1[0],1[0],1[0],35,0_77
3,Signal0,1[0],1[0],1[0],35,0_77
3,Hybridindex,13.7048[1.67629],13.7541[1.66204],13.651[1.69004],36,0_77
3,Pref0,1[0],1[0],1[0],36,0_77
3,Signal0,1[0],1[0],1[0],36,0_77
3,Hybridindex,13.7172[1.70878],13.6656[1.72678],13.7666[1.6899],37,0_77
3,Pref0,1[0],1[0],1[0],37,0_77
3,Signal0,1[0],1[0],1[0],37,0_77
3,Hybridindex,13.7423[1.74218],13.7487[1.75859],13.736[1.72628],38,0_77
3,Pref0,1[0],1[0],1[0],38,0_77
3,Signal0,1[0],1[0],1[0],38,0_77
3,Hybridindex,13.7792[1.75432],13.8028[1.75813],13.7546[1.74999],39,0_77
3,Pref0,1[0],1[0],1[0],39,0_77
3,Signal0,1[0],1[0],1[0],39,0_77
3,Hybridindex,13.82[1.74803],13.7868[1.72904],13.8513[1.76519],40,0_77
3,Pref0,1[0],1[0],1[0],40,0_77
3,Signal0,1[0],1[0],1[0],40,0_77
3,Hybridindex,13.8138[1.70798],13.781[1.74689],13.8439[1.67076],41,0_77
3,Pref0,1[0],1[0],1[0],41,0_77
3,Signal0,1[0],1[0],1[0],41,0_77
3,Hybridindex,13.8473[1.68324],13.7848[1.66911],13.9105[1.69507],42,0_77
3,Pref0,1[0],1[0],1[0],42,0_77
3,Signal0,1[0],1[0],1[0],42,0_77
3,Hybridindex,13.876[1.67082],13.7949[1.68816],13.9554[1.64978],43,0_77
3,Pref0,1[0],1[0],1[0],43,0_77
3,Signal0,1[0],1[0],1[0],43,0_77
3,Hybridindex,13.8585[1.70183],13.8706[1.72835],13.8462[1.67414],44,0_77
3,Pref0,1[0],1[0],1[0],44,0_77
3,Signal0,1[0],1[0],1[0],44,0_77
3,Hybridindex,13.7865[1.68134],13.7944[1.6817],13.7782[1.68093],45,0_77
3,Pref0,1[0],1[0],1[0],45,0_77
3,Signal0,1[0],1[0],1[0],45,0_77
3,Hybridindex,13.8332[1.64144],13.8455[1.66889],13.821[1.61326],46,0_77
3,Pref0,1[0],1[0],1[0],46,0_77
3,Signal0,1[0],1[0],1[0],46,0_77
3,Hybridindex,13.7607[1.64526],13.8046[1.58567],13.7182[1.70002],47,0_77
3,Pref0,1[0],1[0],1[0],47,0_77
3,Signal0,1[0],1[0],1[0],47,0_77
3,Hybridindex,13.665[1.68004],13.7197[1.65243],13.6065[1.7071],48,0_77
3,Pref0,1[0],1[0],1[0],48,0_77
3,Signal0,1[0],1[0],1[0],48,0_77
3,Hybridindex,13.621[1.65789],13.6496[1.66694],13.5935[1.64871],49,0_77
3,Pref0,1[0],1[0],1[0],49,0_77
3,Signal0,1[0],1[0],1[0],49,0_77
3,Hybridindex,13.687[1.64356],13.6725[1.65531],13.7014[1.63167],50,0_77
3,Pref0,1[0],1[0],1[0],50,0_77
3,Signal0,1[0],1[0],1[0],50,0_77
3,Hybridindex,13.7142[1.64764],13.7115[1.67431],13.717[1.62014],51,0_77
3,Pref0,1[0],1[0],1[0],51,0_77
3,Signal0,1[0],1[0],1[0],51,0_77
3,Hybridindex,13.6883[1.65709],13.6733[1.65421],13.7033[1.65985],52,0_77
3,Pref0,1[0],1[0],1[0],52,0_77
3,Signal0,1[0],1[0],1[0],52,0_77
3,Hybridindex,13.7052[1.68107],13.7073[1.65617],13.7032[1.7065],53,0_77
3,Pref0,1[0],1[0],1[0],53,0_77
3,Signal0,1[0],1[0],1[0],53,0_77
3,Hybridindex,13.7628[1.63036],13.7404[1.57477],13.7848[1.6832],54,0_77
3,Pref0,1[0],1[0],1[0],54,0_77
3,Signal0,1[0],1[0],1[0],54,0_77
3,Hybridindex,13.7617[1.66234],13.8081[1.66316],13.7092[1.65984],55,0_77
3,Pref0,1[0],1[0],1[0],55,0_77
3,Signal0,1[0],1[0],1[0],55,0_77
3,Hybridindex,13.7963[1.65631],13.8829[1.64],13.7075[1.66819],56,0_77
3,Pref0,1[0],1[0],1[0],56,0_77
3,Signal0,1[0],1[0],1[0],56,0_77
3,Hybridindex,13.8102[1.67253],13.8161[1.68615],13.8046[1.65935],57,0_77
3,Pref0,1[0],1[0],1[0],57,0_77
3,Signal0,1[0],1[0],1[0],57,0_77
3,Hybridindex,13.7655[1.69787],13.7756[1.73072],13.7559[1.66577],58,0_77
3,Pref0,1[0],1[0],1[0],58,0_77
3,Signal0,1[0],1[0],1[0],58,0_77
3,Hybridindex,13.763[1.65283],13.7606[1.6743],13.7655[1.6303],59,0_77
3,Pref0,1[0],1[0],1[0],59,0_77
3,Signal0,1[0],1[0],1[0],59,0_77
3,Hybridindex,13.7393[1.66805],13.7357[1.63124],13.743[1.70618],60,0_77
3,Pref0,1[0],1[0],1[0],60,0_77
3,Signal0,1[0],1[0],1[0],60,0_77
3,Hybridindex,13.7305[1.63129],13.7007[1.65635],13.7594[1.60612],61,0_77
3,Pref0,1[0],1[0],1[0],61,0_77
3,Signal0,1[0],1[0],1[0],61,0_77
3,Hybridindex,13.7142[1.62657],13.7023[1.60297],13.7255[1.64836],62,0_77
3,Pref0,1[0],1[0],1[0],62,0_77
3,Signal0,1[0],1[0],1[0],62,0_77
3,Hybridindex,13.7688[1.61838],13.757[1.63407],13.7813[1.60128],63,0_77
